@relation social_media_sentiment

@attribute text string
@attribute sentiment {positive, negative, neutral}

@data
"I created a monster! bwahaha! oh, and I got your baby home safe and sound.", positive
"i am going to be disgraced with myself for life if i don`t make it in next year. being a perfectionist sucks. good luckkkk", negative
"goin to work", neutral
"_Logos nope my computer right now is in need of a power supply so im useing an old office machine", neutral
"It`s going to be a fun night and I`m helping host it!!!", positive
"Going to REtake my Softball photo because Patrick`s Studio is a piece of ****. Back here for chores. Some Friday, huh?", negative
"I have two hours to wait for my tire to get repaired.", neutral
"thats real geek talk! haha...I feel you!", positive
"aww that is sad", negative
"It`s hard to tell But I think I`m right   I hope.", neutral
"wanted to go to the club...dancing;)..but now iï¿½m tired anyways i have to go to work tomorrow!", negative
"_anke What`s wrong with the ski slopes of MK? They`ve got coffee shops as well y`know!", neutral
"i love the cheesey ones, and the cool orignal ones  , , , skips i have when my brother has them got to try them u c haha", positive
"In the arts having coffee and cake", neutral
"thanks for teaching me how to play a part of that song", positive
"Btw that song is you`ll always find ur way back home by hannah montana", neutral
"I can safely say I won`t be a euro winner this week!!", neutral
"but I keep updating.", neutral
"i was right about the wave off", neutral
"i just realized today was my last day to see my best friend tanner im goin to miss him so much", neutral
"The Veronicas are gonna rock the stage tomorrow  HAPPY MOTHER`S DAY EVERYONE!", positive
"I`m hurtling headlong into a day of spanish and art. but my view is: after tomorrow it`s just REVISION and extra frees", negative
"no, stay and play!!!", neutral
"- im hungry...but there`s no food at mah house.", negative
"Nothing to do. Just sitting here. I can see Mrs. P and her husband", neutral
"karma is a **** ! i just got hung up on  lol i`m still a big dawg though", neutral
"Greenville Drive games just aren`t the same without the 'Baseball Guy' clown.", negative
"in that case.. that`s a stupid move  I thought they were being B-A", negative
"Why are we busy ugh I have the largest headache", negative
"I absolutely LOVE you.  Thanks", positive
"At ihop with the besties..minus one  where`s the dr.???? At work of course", neutral
"You, the other crew and COB tried your hardest to put on great shows and fans all appreciate it. Tell Alexi get well soon  MH.", neutral
"HAHA! Follow john mayer..he`s a pretty funny guy  I want to move to L.A .... it`s so much more fun!", positive
"Don`t leave forever! We`ll miss you too much", negative
"now Eating and meeting at the same time sigh well well I want to start work out too but will have to wait move to my new house", neutral
"Me too.  Wonder if Mnet will show it...", neutral
"_ I hope filming is going well  I`m new to the whole 'Twilight phenomenon', they couldn`t have picked a better 'vampire'!", neutral
"its a hott tuuneee,", neutral
"oh hi terri good now what about you? any good gossip", positive
"Breaking the daily build broke my daily plan as well", negative
"Should be drank with sugar and milk, not coffee. You have coffee on my brain.", neutral
"I`m there all weekend, expecting it to be way too hot", neutral
"why does my body decide NOW is a good time to wake up every morning at 8?! Maybe Dean will wait for me in my dreams...", positive
"Got up early did a **** ton now im headed to cherokee park to run  and walk !", neutral
"Not actually managed to purchase anything from the ovi store yet. Constant server error on check out", neutral
"Come join the fun as I through out the first pitch at the Legends game... May 16th @ 7 pm!   http://tinyurl.com/6nkpuz", neutral
"Defeated by a Polo", negative
"Why doesn`t McDonald`s make PINEAPPLE pies?", neutral
"has spent the last two weeks attempting to grow a beard (from scratch), but fears it may look a bit rubbish...  http://twitpic.com/66tyb", negative
"your welcome", neutral
"i do i do, i feel absoulutley fine", positive
"really wants a puppy...", neutral
"its raining", neutral
"they are all over one is a fan with a vip and the other one is the winner of the twisted vid  het si weer eens raar gelopen, chaos", positive
"Ok hubby really isnt going to be logging off anytime soon  what to do what to do?", neutral
"first time", neutral
"How Do You Sleep - Jesse McCartney", neutral
"if you cant hide the tweetie icon why not change it   http://twitpic.com/4j92o", neutral
"Jason Mraz is still serenading me, while I read 'Judicial Supervision of Executive Action in the Commonwealth Caribbean'.  BBL!", positive
"then i kill Bradies gf and have Bradie", negative
"I knew my mom loved flowers and she loves the Rieger Begonia so... hanging basket seemed perfect", positive
"Happy Mothers day  <3", positive
"Yep, this is about as 'boonies' as it gets, if you look at the map   In transition. Gotta find a place and a job. - http://bkite.com/07kjR", neutral
"Why aren`t you coming to Montreal?", neutral
"yeah", neutral
"learning for school now ...", neutral
"Goodnight!  Happy Mothers Day!", positive
"You better believe it!   and I wouldn`t miss it for the world!", positive
"end of work... Thank God! I accomplished a number of things...  http://plurk.com/p/rpaag", positive
"D= indeed", neutral
"_Anderson your tweets were awesome  **** the heat. That`s what dencorub is for", neutral
"I really like pink after I saw her live while in the new T-MOBILE Advert", positive
"going to london", neutral
"Will do - promise - thanks", positive
"I wanna go shopping!! I don`t get paid till next week!!", neutral
"Its a Bank Holiday!..... If you`re happy and you know it CLAP YOUR HANDS!", positive
"aw man im sorry! I have logical reasoning I promise! I had to study in order to tutor my new student! 4give me", negative
"i`ve been up most of what normal ppl consider the night.  no problem going to sleep but nightmares been waking me up.", neutral
"Oh, ouch. That hurt.  **** washing machine is out to get me!  <.<    >.>", negative
"My day was good!  Spent the day catching up on sleep, relaxing.. kind of a lazy day! hehe. oooo shopping! How did you resist?", neutral
"you`re welcome char, glad you liked the cake, it`s pretty simple you should give it a try", positive
"Were you going to come? The venue said that they couldn`t afford to open so cancelled it. I wish we were there now!", negative
"wide awake ready for the big shopping trip! hope I get tones of sweet dealz and lots of fancy clothes", positive
"Thank you guts for 360 followers! It means a lot!", positive
"why does everyone sing playback at the Comet", neutral
"You got it! YAAAY!!! I was really worried your phone wouldn`t fit, so glad it does!  Happy Mother`s Day, lol!", positive
"I could go for some Lulu`s or Slanted Door right about now.  Tomorrow is the Farmer`s Market, right?", neutral
"Whoever u are and wherever u go always remember where u come from", neutral
"WHY DIDNT I SEE YOU?", neutral
"hehe indeed it is, I actually nearly changed my bio to just `Don`t Panic` but I wanted to keep in the #freehugs", neutral
"Twitter criado.", neutral
"it might be sunny today, but alas, new product must make it to Etsy!", neutral
"that is awesome!  spent the day studyin, chillin a lil b4 goin to bed, its slowly gettin colder in Paraguay, winter is comin", positive
"_Bailon talk with your HIPS", neutral
"I miss the seniors already", negative
"bout 2 watch a movie nd drink wit martin nd leslie", neutral
"still no eat. still in office. and now i get sick throat 3 days before i leave for an air condition throat killing tour bus", negative
"really?! Ur getting rid of it! That`s sad", negative
"What? But....but...the Nurburgring...  why is it so good? http://tinyurl.com/krcamp", positive
"I sound really Brummie lol but most of all I just hate looking at myself!", negative
"_AliceV No  None in the house and I`m not sure i should drive to the coffee stand. It`s worse than I thought it would be.", negative
"Off to take a math quiz...on a friday....booo", neutral
"anything  bookmark - keychain - surprise me", positive
"() Gonna watch JT on SNL tonight - not a fan of his music but think he`s hilarious! `**** in my Pants` - WAY too funny", negative
"Anyone want my chocolate nutella mochi? Its just gonna go to waste", neutral
"i live in manchester england but still have never been to london", neutral
"_DIG up late again I see?  You missed a great time at Donny`s birthday... remember to call him on Monday!", neutral
"may the 4th be with you! HAPPY STAR WARS DAY!", positive
"****...Ive gotten so much packed up already lmao, well little **** anyway. Either way, I have a good start", neutral
"angry, sad, happy, excited, i hate how my moods change  right now i am immensely sad =\\", negative
"Bom dia! Good Morning! Guten Morgen! I am returning to Twitter!", positive
"bummer, my phone gets disconnected. on the weekend of my birthday. darn </3", negative
"Yay! I am not the only Eurovision fan on twitter  #eurovision2009", positive
"well then close your pretty eyes and count boring sheep  you`ll be sleeping in no time", neutral
